3110,13721,159.632514,444616,220692480
13721,13914,463.070636,444617,220692480
13914,3119,406.555802,444618,220692480
3119,130209,42.961865,444619,220692480
130209,3121,6.079290,444620,220692480
3121,3120,74.438271,444621,220692480
14004,60445,8.194011,444622,48431105
60445,16393,531.122646,444623,48431105
16393,142369,159.816590,444624,48431105
142369,14020,3.247197,444625,48431105
3413,37261,34.172763,444626,220692482
34136,795,69.212925,444627,220692484
116026,3424,33.620300,444628,220692485
3424,67972,107.975254,444629,220692485
37261,3110,29.138592,444630,220692481
89466,123891,16.929878,444631,140623882
123891,60868,308.585451,444632,140623882
134786,134788,85.416630,444633,290111499
59217,63539,11.175505,444634,190403928
143556,143571,5.174416,444635,330189487
143571,143574,10.668961,444636,330189487
6278,3750,137.994841,444637,344643800
137854,137855,18.004188,444638,307986462
15375,15383,28.677833,444639,49135664
15372,15359,34.821796,444640,49135665
15359,15375,27.752970,444641,49135665
15375,15377,24.713901,444642,49135665
137151,136126,24.537841,444643,303132303
136126,137145,85.422431,444644,303132303
2329,88935,130.420569,444645,26536629
88935,23975,7.988373,444646,26536629
104530,104502,240.456357,444647,197981735
104502,2738,23.708968,444648,197981735
70602,94730,191.029145,444649,158122060
94730,120221,39.752490,444650,158122060
120221,70599,46.575978,444651,158122060
70599,70595,77.896573,444652,158122060
70595,70594,27.149398,444653,158122060
70594,120197,70.395434,444654,158122060
120197,120192,27.081255,444655,158122060
120192,70590,47.207128,444656,158122060
70592,120168,76.860408,444657,158122061
120168,70590,20.937096,444658,158122061
70590,120165,29.133443,444659,158122061
120165,74443,63.369262,444660,158122061
74443,70587,5.434736,444661,158122061
105763,105761,200.677136,444662,198252881
70594,94731,150.620539,444663,158122065
94731,91466,151.931765,444664,158122065
70599,70603,184.693965,444665,158122066
70603,91466,158.076403,444666,158122066
91466,3832,57.996448,444667,158122066
6228,70611,13.052033,444668,158122067
70611,8568,290.566022,444669,158122067
156841,71506,30.575099,444670,383369304
120440,120437,47.555210,444671,238813274
120442,120440,27.889397,444672,238813275
106552,106534,172.908503,444673,198873189
16395,121109,12.516040,444674,50202898
121109,16396,16.403173,444675,50202898
32049,117289,70.365099,444676,213661031
117289,109232,116.997975,444677,213661031
158939,55175,70.270760,444678,407475189
73705,120025,103.630296,444679,228627816
37308,89562,178.713162,444680,177768552
5936,94445,8.601614,444681,184423786
94445,94446,15.993256,444682,184423786
94446,94447,19.413353,444683,184423786
138105,158035,249.386702,444684,402997374
50061,158039,139.148735,444685,402997375
145513,145522,62.117879,444686,365019271
145521,145518,153.918252,444687,365019272
6296,6299,107.300270,444688,124982636
6299,81445,274.519547,444689,124982636
81445,108212,120.638786,444690,124982636
61566,63916,8.067695,444691,143130762
63916,61567,14.015357,444692,143130763
74376,70542,4.235691,444693,163332239
74364,70542,15.575512,444694,163332241
134789,122122,217.961342,444695,290111637
122122,134793,18.017917,444696,290111638
134793,134794,31.082043,444697,290111638
52002,52003,117.207983,444698,109215895
134795,134796,178.029394,444699,290111640
134797,134803,242.779265,444700,290111641
134797,134805,53.949173,444701,290111642
134805,134806,60.157188,444702,290111642
134806,134811,141.714656,444703,290111642
106633,106558,636.534368,444704,198873191
106558,106556,16.524927,444705,198873191
93743,93740,226.269419,444706,183689242
7745,11734,52.111323,444707,35913889
11734,7753,76.849997,444708,35913889
89350,89348,63.540578,444709,177304950
89348,50189,92.488283,444710,177304950
24121,31561,66.495482,444711,82264262
149660,149672,325.941014,444712,368853195
50705,84391,15.176399,444713,168673496
84391,50680,60.774410,444714,168673496
50680,50731,8.744748,444715,168673496
50731,116094,2.144988,444716,168673496
116094,50651,54.205731,444717,168673496
50651,50677,172.486683,444718,168673496
77765,77763,13.817346,444719,168673497
61747,4485,22.391771,444720,139329754
65362,85015,446.716625,444721,147570907
85015,61007,34.070665,444722,147570907
130142,130150,17.619382,444723,262184379
130150,130157,143.976920,444724,262184379
61717,61723,23.732648,444725,139329758
61723,61771,13.654325,444726,139329758
61771,61734,7.397274,444727,139329758
61734,61774,21.024383,444728,139329758
61774,61775,17.874873,444729,139329758
61699,61734,44.071338,444730,139329761
61702,90358,143.842022,444731,139329764
84409,56259,4.695408,444732,171311334
56259,84423,49.484194,444733,171311334
84423,84428,20.617621,444734,171311334
143458,143469,6.832894,444735,325834361
143469,143461,47.756366,444736,325834361
61731,61717,58.817062,444737,139329768
61717,62871,47.565104,444738,139329768
61774,61728,44.177618,444739,139329774
86425,119730,1602.361745,444740,227942440
61749,61723,43.578277,444741,139329778
61771,62872,46.675787,444742,139329781
120993,3333,28.079813,444743,241189111
17388,118774,4.904799,444744,225872596
118774,118775,32.922938,444745,225872596
61763,61776,116.267190,444746,139329786
61776,61537,58.788339,444747,139329786
62870,61775,46.669222,444748,139329787
61775,61728,71.639660,444749,139329787
61728,61699,20.206585,444750,139329787
61699,61749,21.485552,444751,139329787
61749,61717,64.796558,444752,139329787
2041,57604,119.099682,444753,124305667
57604,149620,108.348281,444754,124305667
149620,149618,29.635638,444755,124305667
149618,149640,74.158284,444756,124305667
149640,149626,17.656034,444757,124305667
149626,149644,61.383509,444758,124305667
149644,114445,2901.027923,444759,124305667
1622,37277,64.486214,444760,47481094
933,11861,64.573829,444761,47251719
11861,4985,252.462785,444762,47251719
6659,40559,189.841547,444763,102400265
18512,122223,9.502026,444764,354271516
88355,88373,992.531450,444765,176265463
88373,116756,688.953616,444766,176265463
116756,73031,165.694096,444767,176265463
1660,6879,56.855064,444768,33390888
18178,6879,56.057537,444769,33390892
6879,48217,531.692392,444770,33390892
55221,55222,77.622435,444771,115687730
55247,9091,41.707872,444772,115687731
55253,55254,25.068476,444773,115687733
55254,55245,14.120104,444774,115687733
55245,55241,137.710708,444775,115687733
53359,157513,160.582586,444776,402800950
53283,157515,132.718974,444777,402800951
157516,157519,178.707894,444778,402800952
157519,157520,35.803064,444779,402800952
4087,55221,95.953379,444780,115687737
55221,55254,68.943922,444781,115687737
157522,157523,122.050567,444782,402800954
5952,108103,71.634721,444783,36143420
101500,101527,61.486201,444784,196618978
101527,101543,31.516789,444785,196618978
101543,101547,3.526271,444786,196618978
101547,101565,12.833017,444787,196618978
4775,15392,48.918069,444788,49135962
15392,6567,108.618726,444789,49135962
6567,15377,63.814791,444790,49135962
15377,6569,14.206383,444791,49135962
66712,66724,76.826695,444792,154861917
66690,66687,284.079399,444793,154861918
66719,104427,259.919844,444794,154861919
11915,66697,81.666712,444795,154861921
4753,23778,127.196624,444796,154861922
23778,143012,8.003640,444797,154861922
102819,47926,148.836966,444798,154861923
66726,108795,58.832017,444799,154861924
108795,66704,92.750015,444800,154861924
66717,138666,33.567532,444801,154861925
138666,136459,62.378769,444802,154861925
66720,76499,6.671247,444803,154861926
76499,137207,32.113085,444804,154861926
137207,66728,22.112425,444805,154861926
66728,135981,78.953538,444806,154861926
135981,66734,27.697614,444807,154861926
66734,135988,10.481407,444808,154861926
135988,137217,33.652093,444809,154861926
137217,66718,25.840308,444810,154861926
66718,66692,46.698751,444811,154861926
81452,81439,266.776907,444812,169509223
81485,81487,58.629832,444813,169509224
81487,71286,73.874566,444814,169509224
71286,81489,93.314890,444815,169509224
81489,81493,74.044545,444816,169509224
81493,81498,92.094419,444817,169509224
81498,81502,106.205046,444818,169509224
81502,81506,207.896049,444819,169509224
6439,6441,16.873300,444820,129483113
6441,6443,19.229915,444821,129483113
6443,58376,347.855117,444822,129483113
81486,6291,171.069191,444823,169509226
6291,81491,95.242578,444824,169509226
134320,134319,14.407996,444825,287813938
71002,81654,115.459496,444826,169509244
81654,71401,302.812725,444827,169509244
71401,71354,262.149928,444828,169509244
71354,71476,258.139926,444829,169509244
71476,71437,216.937894,444830,169509244
71437,71382,174.587535,444831,169509244
71382,71325,199.984529,444832,169509244
71325,71458,276.705934,444833,169509244
71458,71416,158.748340,444834,169509244
71381,145417,136.091337,444835,169509245
145417,81529,176.080033,444836,169509245
81529,85622,443.206295,444837,169509245
81502,81486,322.650909,444838,169509246
81486,6292,385.658772,444839,169509246
71323,81534,299.688739,444840,169509247
81534,81505,447.068250,444841,169509247
71442,81452,81.553512,444842,169509248
81452,81451,71.160345,444843,169509248
81451,71431,327.895925,444844,169509248
71431,93812,215.835881,444845,169509248
33857,23598,6.596472,444846,85377409
23598,69067,80.135065,444847,85377409
69067,33868,3.813534,444848,85377409
33868,52332,9.598619,444849,85377409
52332,65946,25.377311,444850,85377409
65946,33880,58.716800,444851,85377409
81584,81546,276.582042,444852,169509250
81546,81517,334.894944,444853,169509250
81529,81534,70.058427,444854,169509251
81534,81546,64.877408,444855,169509251
81546,81581,225.100649,444856,169509251
81458,81445,569.941836,444857,169509252
35542,35543,19.054899,444858,87900560
136854,143401,11.619108,444859,325812625
143366,72214,16.189918,444860,325812627
72214,143389,65.566102,444861,325812627
143401,143396,47.991364,444862,325812629
136854,143409,29.071859,444863,325812631
143409,143415,45.137084,444864,325812631
143415,143421,16.788706,444865,325812631
143421,143427,33.176541,444866,325812631
143427,143428,7.826247,444867,325812631
143428,143434,25.610205,444868,325812631
89795,89774,61.621477,444869,178118726
89774,89761,39.745077,444870,178118726
89761,89751,61.093773,444871,178118726
89751,89750,53.465237,444872,178118726
89750,89759,64.240482,444873,178118726
89759,89760,69.637114,444874,178118726
71507,63566,182.252731,444875,158024105
31535,88988,81.569250,444876,158024106
3265,46131,51.250741,444877,105464235
46131,2450,41.122347,444878,105464235
2450,45865,25.436340,444879,105464235
45865,7952,28.469061,444880,105464235
142558,142566,13.928863,444881,321224343
142566,142584,55.107204,444882,321224343
4403,9835,242.476536,444883,105464238
9835,3265,251.914939,444884,105464238
134841,134842,130.786642,444885,290111923
15524,149692,127.854470,444886,367411638
90490,90489,85.221480,444887,179438012
82534,82536,19.611080,444888,184435141
90551,90571,105.723105,444889,179634632
90574,90571,39.004858,444890,179634634
90571,47052,177.001858,444891,179634634
15049,15050,5.693264,444892,49130231
15050,117695,39.267134,444893,49130231
117695,12754,37.966768,444894,49130231
899,22923,258.151607,444895,173397410
22923,903,367.003317,444896,173397410
903,118962,62.620207,444897,173397410
118962,905,45.308043,444898,173397410
81658,90036,369.260418,444899,178602447
90036,81660,122.670982,444900,178602447
81660,81491,182.680162,444901,178602447
81491,81419,217.397863,444902,178602447
81419,81416,109.341412,444903,178602447
81416,81421,557.015860,444904,178602447
81421,81436,95.883028,444905,178602447
90023,138398,37.684571,444906,178602448
138398,138406,46.916396,444907,178602448
138406,138404,46.168186,444908,178602448
138404,138402,47.290637,444909,178602448
138402,114825,61.996950,444910,178602448
114825,35850,34.032235,444911,178602448
6292,90036,67.722958,444912,178602449
7058,8224,218.363356,444913,36143575
8224,8225,73.412919,444914,36143575
2726,2746,71.987491,444915,237502936
2746,135099,254.794867,444916,237502936
4445,120528,46.303225,444917,106480089
120528,2551,18.145404,444918,106480089
922,121208,23.125240,444919,176931293
121208,88911,96.588121,444920,176931293
88911,71507,140.228795,444921,176931293
89297,89303,22.058041,444922,91832802
89297,89300,13.891605,444923,91832803
89300,36596,27.069554,444924,91832803
36596,81794,91.722385,444925,91832803
81794,73066,129.324881,444926,91832803
24121,89301,37.301800,444927,91832804
36489,89290,14.362159,444928,91832805
89290,36491,60.714781,444929,91832805
31562,36488,117.456937,444930,91832806
36491,89300,56.019121,444931,91832807
89300,89303,9.612604,444932,91832807
2989,2941,21.507132,444933,173397415
105676,105677,19.897336,444934,198252895
105677,105679,82.570462,444935,198252895
105679,1644,69.724034,444936,198252895
62906,62763,58.679032,444937,245014611
57033,57016,56.298963,444938,129483252
60869,90372,153.141701,444939,245014614
90372,60868,158.637754,444940,245014614
10053,104269,6.914603,444941,182489230
104269,10062,227.996166,444942,182489230
10062,157429,115.912467,444943,182489230
157429,16313,23.311292,444944,182489230
16313,10068,52.990522,444945,182489230
10068,16272,51.063663,444946,182489230
56143,20912,22.366293,444947,116802063
20912,21006,219.962830,444948,116802063
90408,32996,215.237517,444949,179241504
32996,32987,211.048244,444950,179241504
90419,32987,247.513434,444951,179241505
71505,156825,106.414417,444952,383369307
142551,142544,31.237196,444953,321224347
6631,5289,242.341623,444954,50266669
100475,100473,22.147821,444955,196285044
142990,157525,115.085167,444956,402801202
31803,31809,238.655570,444957,83214899
31809,21460,30.096981,444958,83214899
6233,69058,2.727039,444959,79604489
69058,65882,51.636141,444960,79604489
65882,24115,26.364653,444961,79604489
129701,129686,256.300057,444962,261325369
129686,129634,445.653585,444963,261325369
129590,129583,99.872498,444964,261325372
31803,21469,10.361605,444965,83214909
4964,4966,101.107727,444966,29311557
4966,13790,166.339346,444967,29311557
13790,4978,394.424971,444968,29311557
4978,4984,149.366300,444969,29311557
4984,4985,27.476858,444970,29311557
4511,44054,22.241944,444971,104481355
44054,74420,17.898126,444972,104481355
74420,74422,17.808509,444973,104481355
794,34136,69.949535,444974,47252047
34136,34133,55.113483,444975,47252047
34133,65304,24.702614,444976,47252047
65304,90714,29.532548,444977,47252047
90714,4815,26.966218,444978,47252047
4815,6237,47.261734,444979,47252047
6237,37285,57.521803,444980,47252047
